lastName,firstName,positionCode,shootsCatches,heightInInches,weightInPounds,lastAmateurClub,lastAmateurLeague,birthDate,birthCity,birthStateProvince,birthCountry,midtermRank,finalRank,meta_datetime
Olver,Mark,C,L,70,183,Northern Michigan U.,CCHA,1988-01-01,Burnaby,BC,CAN,,207,2025-02-23T15:00:46.059656
Pryor,Nick,D,L,71,184,USA U-18,USDP,1990-09-09,St. Paul,MN,USA,,208,2025-02-23T15:00:46.059656
Gustafsson,Erik,D,L,70,198,LULEA,SWEDEN,1988-12-15,Sundsvall,,SWE,,209,2025-02-23T15:00:46.059656
McDavid,Connor,C,L,73,195,Erie,OHL,1997-01-13,Richmond Hill,ON,CAN,1,1,2025-02-23T15:00:46.072811
Eichel,Jack,C,R,74,196,Boston University,H-EAST,1996-10-28,North Chelmsford,MA,USA,2,2,2025-02-23T15:00:46.072811
Hanifin,Noah,D,L,75,203,Boston College,H-EAST,1997-01-25,Boston,MA,USA,3,3,2025-02-23T15:00:46.072811
Strome,Dylan,C,L,75,185,Erie,OHL,1997-03-07,Mississauga,ON,CAN,5,4,2025-02-23T15:00:46.072811
Crouse,Lawson,LW,L,76,215,Kingston,OHL,1997-06-23,Mt. Brydges,ON,CAN,4,5,2025-02-23T15:00:46.072811
Marner,Mitchell,RW,R,71,160,London,OHL,1997-05-05,Markham,ON,CAN,7,6,2025-02-23T15:00:46.072811
Provorov,Ivan,D,L,73,201,Brandon,WHL,1997-01-13,Yaroslavl,,RUS,10,7,2025-02-23T15:00:46.072811
Zacha,Pavel,C,L,75,210,Sarnia,OHL,1997-04-06,Brno,,CZE,8,8,2025-02-23T15:00:46.072811
Werenski,Zachary,D,L,74,206,U. of Michigan,BIG10,1997-07-19,Grosse Pointe,MI,USA,6,9,2025-02-23T15:00:46.072811
Meier,Timo,RW,L,74,213,Halifax,QMJHL,1996-10-08,Herisau,,CHE,12,10,2025-02-23T15:00:46.072811
Barzal,Mathew,C,R,71,175,Seattle,WHL,1997-05-26,Coquitlam,BC,CAN,9,11,2025-02-23T15:00:46.072811
Zboril,Jakub,D,L,73,194,Saint John,QMJHL,1997-02-21,Brno,,CZE,11,12,2025-02-23T15:00:46.072811
Connor,Kyle,LW,L,73,177,Youngstown,USHL,1996-12-09,Clinton Twp.,MI,USA,14,13,2025-02-23T15:00:46.072811
Konecny,Travis,RW,R,70,183,Ottawa,OHL,1997-03-11,London,ON,CAN,26,14,2025-02-23T15:00:46.072811
Harkins,Jansen,C,L,74,230,Prince George,WHL,1997-05-23,Cleveland,OH,USA,18,15,2025-02-23T15:00:46.072811
Chabot,Thomas,D,L,74,190,Saint John,QMJHL,1997-01-30,Sainte-Marie,QC,CAN,15,16,2025-02-23T15:00:46.072811
Svechnikov,Evgeny,RW,L,75,205,Cape Breton,QMJHL,1996-10-31,Yuzhno-Sakhalinsk,,RUS,21,17,2025-02-23T15:00:46.072811
Chlapik,Filip,C,L,73,201,Charlottetown,QMJHL,1997-06-03,Prague,,CZE,17,18,2025-02-23T15:00:46.072811
DeBRUSK,Jake,LW,L,72,174,Swift Current,WHL,1996-10-17,Edmonton,AB,CAN,24,19,2025-02-23T15:00:46.072811
Sprong,Daniel,RW,R,73,190,Charlottetown,QMJHL,1997-03-17,Amsterdam,,NLD,20,20,2025-02-23T15:00:46.072811
Roy,Jeremy,D,R,73,196,Sherbrooke,QMJHL,1997-05-14,Longueuil,QC,CAN,23,21,2025-02-23T15:00:46.072811
Juulsen,Noah,D,R,74,186,Everett,WHL,1997-04-02,Surrey,BC,CAN,38,22,2025-02-23T15:00:46.072811
Merkley,Nicholas,C,R,70,191,Kelowna,WHL,1997-05-23,Calgary,AB,CAN,13,23,2025-02-23T15:00:46.072811
Pilon,Ryan,D,L,74,206,Brandon,WHL,1996-10-10,Prince Albert,SK,CAN,31,24,2025-02-23T15:00:46.072811
Carlo,Brandon,D,R,77,202,Tri-City,WHL,1996-11-26,Colorado Springs,CO,USA,16,25,2025-02-23T15:00:46.072811
Bittner,Paul,LW,L,76,208,Portland,WHL,1996-11-04,Crookston,MN,USA,19,26,2025-02-23T15:00:46.072811
Boeser,Brock,RW,R,72,191,Waterloo,USHL,1997-02-25,Burnsville,MN,USA,28,27,2025-02-23T15:00:46.072811
Novak,Thomas,C,L,72,179,Waterloo,USHL,1997-04-28,St. Paul,MN,USA,29,28,2025-02-23T15:00:46.072811
White,Colin,C,R,72,183,USA U-18,USHL,1997-01-30,Boston,MA,USA,27,29,2025-02-23T15:00:46.072811
Yan,Dennis,LW,L,74,194,Shawinigan,QMJHL,1997-04-14,Portland,OR,USA,35,30,2025-02-23T15:00:46.072811
Forsbacka Karlsson,Jakob,C,R,73,190,Omaha,USHL,1996-10-31,Stockholm,,SWE,39,31,2025-02-23T15:00:46.072811
Dunn,Vince,D,L,72,188,Niagara,OHL,1996-10-29,Lindsay,ON,CAN,53,32,2025-02-23T15:00:46.072811
Beauvillier,Anthony,C,L,70,182,Shawinigan,QMJHL,1997-06-08,Sorel-Tracy,QC,CAN,49,33,2025-02-23T15:00:46.072811
Vande Sompel,Mitchell,D,L,70,190,Oshawa,OHL,1997-02-11,London,ON,CAN,33,34,2025-02-23T15:00:46.072811
Wagner,Austin,LW,L,73,194,CHICAGO,AHL,1997-06-23,Calgary,AB,CAN,43,35,2025-02-23T15:00:46.072811
Gagne,Gabriel,RW,R,77,190,Victoriaville,QMJHL,1996-11-11,Laval,QC,CAN,48,36,2025-02-23T15:00:46.072811
Fischer,Christian,RW,R,74,212,USA U-18,USHL,1997-04-15,Chicago,IL,USA,40,37,2025-02-23T15:00:46.072811
Senyshyn,Zachary,RW,R,74,205,Sault Ste. Marie,OHL,1997-03-30,Ottawa,ON,CAN,56,38,2025-02-23T15:00:46.072811
Roslovic,John (Jack),C,R,72,182,USA U-18,USHL,1997-01-29,Columbus,OH,USA,52,39,2025-02-23T15:00:46.072811
Meloche,Nicolas,D,R,75,207,Baie Comeau,QMJHL,1997-07-18,LaSalle,QC,CAN,45,40,2025-02-23T15:00:46.072811
Brisebois,Guillaume,D,L,74,182,Acadie-Bathurst,QMJHL,1997-07-21,Longueuil,QC,CAN,30,41,2025-02-23T15:00:46.072811
Lauzon,Jeremy,D,L,72,184,Rouyn-Noranda,QMJHL,1997-04-28,Val d'Or,QC,CAN,65,42,2025-02-23T15:00:46.072811
Wotherspoon,Parker,D,L,72,170,BOSTON,NHL,1997-08-24,Surrey,BC,CAN,46,43,2025-02-23T15:00:46.072811
Capobianco,Kyle,D,L,74,187,Sudbury,OHL,1997-08-13,Mississauga,ON,CAN,67,44,2025-02-23T15:00:46.072811
Roy,Nicolas,C,R,76,207,Chicoutimi,QMJHL,1997-02-05,Amos,QC,CAN,25,45,2025-02-23T15:00:46.072811
Dermott,Travis,D,L,71,210,Erie,OHL,1996-12-22,Newmarket,ON,CAN,47,46,2025-02-23T15:00:46.072811
Greenway,Jordan,LW,L,77,222,USA U-18,USHL,1997-02-16,Canton,NY,USA,22,47,2025-02-23T15:00:46.072811
Trenin,Iakov,C,L,74,205,Gatineau,QMJHL,1997-01-13,Chelyabinsk,,RUS,50,48,2025-02-23T15:00:46.072811
Speers,Blake,C,R,71,184,Sault Ste. Marie,OHL,1997-01-02,Sault Ste. Marie,ON,CAN,44,49,2025-02-23T15:00:46.072811
Korostelev,Nikita,RW,R,74,205,Sarnia,OHL,1997-02-08,Moscow,,RUS,41,50,2025-02-23T15:00:46.072811
Foley,Erik,LW,L,72,185,Cedar Rapids,USHL,1997-06-30,Norwood,MA,USA,57,51,2025-02-23T15:00:46.072811
Nielsen,Andrew,D,R,75,207,Lethbridge,WHL,1996-11-13,Red Deer,AB,CAN,69,52,2025-02-23T15:00:46.072811
Marody,Cooper,C,R,72,173,Sioux Falls,USHL,1996-12-20,Brighton,MI,USA,63,53,2025-02-23T15:00:46.072811
Noel,Nathan,C,R,70,179,Saint John,QMJHL,1997-06-21,St. John's,NL,CAN,55,54,2025-02-23T15:00:46.072811
Marsh,Adam,LW,L,72,155,Saint John,QMJHL,1997-08-22,Chicago,IL,USA,42,55,2025-02-23T15:00:46.072811
Guhle,Brendan,D,L,74,184,Prince Albert,WHL,1997-07-29,Edmonton,AB,CAN,76,56,2025-02-23T15:00:46.072811
Knott,Graham,LW,L,76,195,Niagara,OHL,1997-01-13,Etobicoke,ON,CAN,54,57,2025-02-23T15:00:46.072811
Gilbert,Dennis,D,L,74,201,Chicago,USHL,1996-10-30,Buffalo,NY,USA,72,58,2025-02-23T15:00:46.072811
Gawdin,Glenn,C,R,73,186,Swift Current,WHL,1997-03-25,Richmond,BC,CAN,37,59,2025-02-23T15:00:46.072811
Bracco,Jeremy,RW,R,71,196,USA U-18,USHL,1997-03-17,Manhasset,NY,USA,36,60,2025-02-23T15:00:46.072811
Musil,Adam,C,R,75,202,Red Deer,WHL,1997-03-26,Ottawa,ON,CAN,32,61,2025-02-23T15:00:46.072811
Cotton,David,C,L,74,207,Cushing Academy,HIGH-MA,1997-07-09,Parker,TX,USA,75,62,2025-02-23T15:00:46.072811
Marino,John,D,R,74,190,South Shore,USPHL PRE.,1997-05-21,Brockton,MA,USA,64,63,2025-02-23T15:00:46.072811
Beaudin,Jean-Christophe,C,R,73,194,Rouyn-Noranda,QMJHL,1997-03-25,Longeuil,QC,CAN,,64,2025-02-23T15:00:46.072811
Kolesar,Keegan,RW,R,73,227,Seattle,WHL,1997-04-08,Brandon,MB,CAN,94,65,2025-02-23T15:00:46.072811
Warren,Brendan,LW,L,72,191,USA U-18,USHL,1997-05-07,Carleton,MI,USA,34,66,2025-02-23T15:00:46.072811
Cirelli,Anthony,C,L,72,181,Oshawa,OHL,1997-07-15,Etobicoke,ON,CAN,88,67,2025-02-23T15:00:46.072811
Spencer,Matthew,D,R,74,202,Peterborough,OHL,1997-03-24,Guelph,ON,CAN,51,68,2025-02-23T15:00:46.072811
Greer,Anthony-John (AJ),LW,L,75,204,Boston University,H-EAST,1996-12-14,Joliette,QC,CAN,71,69,2025-02-23T15:00:46.072811
Dove-Mcfalls,Samuel,C,L,74,203,Saint John,QMJHL,1997-04-10,Montreal,QC,CAN,73,70,2025-02-23T15:00:46.072811
Gropp,Ryan,LW,L,74,190,Seattle,WHL,1996-09-16,Kamloops,BC,CAN,62,71,2025-02-23T15:00:46.072811
Hobbs,Connor,D,R,73,204,Regina,WHL,1997-01-04,Regina,SK,CAN,100,72,2025-02-23T15:00:46.072811
Gabrielle,Jesse,LW,L,72,205,Regina,WHL,1997-06-17,Edmonton,AB,CAN,61,73,2025-02-23T15:00:46.072811
Bouramman,Gustav,D,R,72,187,Sault Ste. Marie,OHL,1997-01-24,Stockholm,,SWE,68,75,2025-02-23T15:00:46.072811
Bourque,Simon,D,L,74,198,Rimouski,QMJHL,1997-01-12,Longueuil,QC,CAN,,76,2025-02-23T15:00:46.072811
Richard,Anthony,C,L,70,163,Val d'Or,QMJHL,1996-12-20,Trois-Rivieres,QC,CAN,103,77,2025-02-23T15:00:46.072811
Soy,Tyler,C,L,72,180,Victoria,WHL,1997-02-10,Richmond,BC,CAN,152,78,2025-02-23T15:00:46.072811
Sadek,Jack,D,R,74,185,Lakeville North,HIGH-MN,1997-04-19,Lakeville,MN,USA,83,79,2025-02-23T15:00:46.072811
Massie,Jake,D,L,73,187,Kimball Union Academy,HIGH-NH,1997-01-21,Montreal,QC,CAN,81,80,2025-02-23T15:00:46.072811
Martenet,Chris,D,L,79,220,London,OHL,1996-09-25,Waukesha,WI,USA,92,81,2025-02-23T15:00:46.072811
Reddekopp,Chaz,D,L,75,225,Victoria,WHL,1997-01-01,Abbotsford,BC,CAN,199,82,2025-02-23T15:00:46.072811
Kielly,Kameron,C,R,72,185,,,1996-12-13,Charlottetown,PE,CAN,80,83,2025-02-23T15:00:46.072811
Corriveau,Taggart,RW,R,74,183,,,1997-03-11,Newington,CT,USA,86,84,2025-02-23T15:00:46.072811
Mangiapane,Andrew,LW,L,70,182,Barrie,OHL,1996-04-04,Bolton,ON,CAN,147,85,2025-02-23T15:00:46.072811
Garland,Conor,LW,R,69,160,Moncton,QMJHL,1996-03-11,Scituate,MA,USA,,86,2025-02-23T15:00:46.072811
Bachman,Karch,LW,L,70,179,Culver Academy,HIGH-IN,1997-03-10,Fort Wayne,IN,USA,78,87,2025-02-23T15:00:46.072811
Cecconi,Joseph,D,R,74,209,Muskegon,USHL,1997-05-23,Youngstown,NY,USA,70,88,2025-02-23T15:00:46.072811
Carrier,Alexandre,D,R,71,178,Gatineau,QMJHL,1996-10-08,Quebec,QC,CAN,60,89,2025-02-23T15:00:46.072811
Gabriele,Grant,D,R,74,178,CLEVELAND,AHL,1997-04-17,Brighton,MI,USA,82,90,2025-02-23T15:00:46.072811
Schemitsch,Thomas,D,R,75,202,Owen Sound,OHL,1996-10-26,Thornhill,ON,CAN,98,91,2025-02-23T15:00:46.072811
Timashov,Dmytro,LW,L,70,192,Quebec,QMJHL,1996-10-01,Kirovograd,,UKR,58,92,2025-02-23T15:00:46.072811
Andersson,Rasmus,D,R,72,212,Barrie,OHL,1996-10-27,Malmo,,SWE,84,93,2025-02-23T15:00:46.072811
Parsells,Adam,D,L,78,200,Wausau West,HIGH-WI,1997-01-03,Wausau,WI,USA,105,94,2025-02-23T15:00:46.072811
Henley,David,D,L,76,217,,,1997-03-13,Val D'or,QC,CAN,99,95,2025-02-23T15:00:46.072811
Luff,Matt,RW,R,76,195,SPRINGFIELD,AHL,1997-05-05,Oakville,ON,CAN,95,96,2025-02-23T15:00:46.072811
Bear,Ethan,D,R,71,203,Seattle,WHL,1997-06-26,Regina,SK,CAN,133,97,2025-02-23T15:00:46.072811
Fortin,Alexandre,LW,L,72,180,,,1997-02-25,Laval,QC,CAN,136,98,2025-02-23T15:00:46.072811
Lizotte,Cameron,D,L,74,195,,,1997-08-24,Falconbridge,ON,CAN,171,99,2025-02-23T15:00:46.072811
Cho,Austin,D,L,73,180,,,1997-05-19,Toronto,ON,CAN,125,100,2025-02-23T15:00:46.072811
Strand,Austin,D,R,75,199,UTICA,AHL,1997-02-17,Calgary,AB,CAN,66,101,2025-02-23T15:00:46.072811
Crawley,Brandon,D,L,74,203,London,OHL,1997-02-02,Ridgewood,NJ,USA,173,102,2025-02-23T15:00:46.072811
Zborovsky,Sergei,D,R,75,209,Regina,WHL,1997-02-21,Moscow,,RUS,197,103,2025-02-23T15:00:46.072811
Radke,Roy,RW,R,74,204,Barrie,OHL,1996-12-10,Chicago,IL,USA,111,104,2025-02-23T15:00:46.072811
Gates,Brent,C,L,74,196,Green Bay,USHL,1997-08-12,Seattle,WA,USA,74,105,2025-02-23T15:00:46.072811
McDermott,John,C,L,74,196,,,1997-05-15,Greenwich,CT,USA,109,106,2025-02-23T15:00:46.072811
Terry,Troy,RW,R,70,160,USA U-18,USHL,1997-09-10,Denver,CO,USA,87,107,2025-02-23T15:00:46.072811
Gaudette,Adam,C,R,73,170,Cedar Rapids,USHL,1996-10-03,Braintree,MA,USA,187,108,2025-02-23T15:00:46.072811
Salituro,Dante,C,R,68,178,,,1996-11-15,Toronto,ON,CAN,145,109,2025-02-23T15:00:46.072811
Jaremko,Jacob,C,L,72,188,,,1996-08-24,Coon Rapids,MN,USA,107,110,2025-02-23T15:00:46.072811
Hunt,Dryden,LW,L,72,199,CALGARY,AHL,1995-11-24,Cranbrook,BC,CAN,160,111,2025-02-23T15:00:46.072811
Stephens,Mitchell,C,R,71,192,Saginaw,OHL,1997-02-05,Peterborough,ON,CAN,113,112,2025-02-23T15:00:46.072811
Wilkie,Christopher,RW,R,72,199,Tri-City,USHL,1996-07-10,Omaha,NE,USA,122,113,2025-02-23T15:00:46.072811
Borgen,William,D,R,74,189,Moorhead,HIGH-MN,1996-12-19,Moorhead,MN,USA,194,114,2025-02-23T15:00:46.072811
Jones,Caleb,D,L,73,192,USA U-18,USHL,1997-06-06,Arlington,TX,USA,77,115,2025-02-23T15:00:46.072811
Stephens,Devante,D,L,74,190,Kelowna,WHL,1997-01-02,Surrey,BC,CAN,108,116,2025-02-23T15:00:46.072811
Boka,Nicholas,D,R,72,197,USA U-18,USHL,1997-09-08,Commerce,MI,USA,176,117,2025-02-23T15:00:46.072811
Karnaukhov,Pavel,C,L,74,211,Calgary,WHL,1997-03-15,Minsk,,BLR,140,118,2025-02-23T15:00:46.072811
Laberge,Samuel,LW,L,74,217,UTICA,AHL,1997-04-10,Chateauguay,QC,CAN,,119,2025-02-23T15:00:46.072811
McKenzie,Brett,C,L,73,194,North Bay,OHL,1997-03-12,Ottawa,ON,CAN,124,120,2025-02-23T15:00:46.072811
Leveille,Loik,D,R,72,223,,,1996-09-25,St-Jerome,QC,CAN,91,121,2025-02-23T15:00:46.072811
Webster,Bailey,D,R,75,204,,,1997-09-08,Summerside,PE,CAN,148,122,2025-02-23T15:00:46.072811
Pearson,Chase,C,L,74,202,Youngstown,USHL,1997-08-23,Cornwall,ON,CAN,170,123,2025-02-23T15:00:46.072811
Morrison,Brad,C,L,70,168,Prince George,WHL,1997-01-04,Prince George,BC,CAN,150,124,2025-02-23T15:00:46.072811
Joseph,Mathieu,RW,R,73,190,Saint John,QMJHL,1997-02-09,Laval,QC,CAN,,125,2025-02-23T15:00:46.072811
Bradley,Matthew,C,R,71,192,Medicine Hat,WHL,1997-01-22,Vancouver,BC,CAN,144,126,2025-02-23T15:00:46.072811
Gennaro,Matteo,C,L,74,196,Prince Albert,WHL,1997-03-30,St. Albert,AB,CAN,,127,2025-02-23T15:00:46.072811
White,Colton,D,L,72,194,Sault Ste. Marie,OHL,1997-05-03,London,ON,CAN,154,128,2025-02-23T15:00:46.072811
Addison,Jeremiah,LW,L,72,192,Ottawa,OHL,1996-10-21,Brampton,ON,CAN,127,129,2025-02-23T15:00:46.072811
Alain,Alexandre,C,R,72,188,,,1997-03-03,Quebec,QC,CAN,89,130,2025-02-23T15:00:46.072811
Vela,Marcus,C,R,72,211,Langley,BCHL,1997-03-03,Burnaby,BC,CAN,123,131,2025-02-23T15:00:46.072811
Freytag,Matthew,LW,L,73,195,,,1997-02-15,St. Louis Park,MN,USA,149,132,2025-02-23T15:00:46.072811
Peters,Collin,RW,R,72,185,,,1997-02-05,Marquette,MI,USA,128,133,2025-02-23T15:00:46.072811
Sideroff,Deven,RW,R,72,175,Kamloops,WHL,1997-04-14,Kamloops,BC,CAN,110,134,2025-02-23T15:00:46.072811
Pfeifer,Tristen,D,R,76,191,,,1996-05-28,Missoula,MT,USA,179,135,2025-02-23T15:00:46.072811
Diffley,Brien,D,L,73,176,SHEFFIELD,ENGLAND,1995-07-08,Boston,MA,USA,139,136,2025-02-23T15:00:46.072811
Lemcke,Justin,D,R,74,207,,,1997-02-13,Whitby,ON,CAN,119,137,2025-02-23T15:00:46.072811
Michaud,Lucas,C,R,70,200,,,1997-06-12,Portland,ME,USA,162,138,2025-02-23T15:00:46.072811
Fox,Trent,LW,L,75,200,,,1997-07-16,Thamesville,ON,CAN,143,139,2025-02-23T15:00:46.072811
Lindberg,Brandon,C,L,72,205,,,1996-09-24,Waterloo,ON,CAN,153,140,2025-02-23T15:00:46.072811
Barre Boulet,Alex,C,L,70,166,LAVAL,AHL,1997-05-21,Montmagny,QC,CAN,,141,2025-02-23T15:00:46.072811
Galipeau,Olivier,D,L,73,203,EISBAREN BERLIN,GERMANY,1997-05-22,Montreal,QC,CAN,59,142,2025-02-23T15:00:46.072811
Texeira,Keoni,D,L,72,213,,,1997-03-24,Pasadena,CA,USA,,143,2025-02-23T15:00:46.072811
Estephan,Giorgio,RW,R,72,196,Lethbridge,WHL,1997-02-03,Edmonton,AB,CAN,,144,2025-02-23T15:00:46.072811
Desrocher,Stephen,D,L,76,205,Oshawa,OHL,1996-01-26,Toronto,ON,CAN,181,145,2025-02-23T15:00:46.072811
Olson,Tate,D,L,74,188,Prince George,WHL,1997-03-21,Saskatoon,SK,CAN,106,146,2025-02-23T15:00:46.072811
McCool,Hayden,C,L,75,193,,,1997-04-11,Oshawa,ON,CAN,117,147,2025-02-23T15:00:46.072811
Fitzgerald,Casey,D,R,70,186,Boston College,H-EAST,1997-02-25,Boca Raton,FL,USA,102,148,2025-02-23T15:00:46.072811
Stevens,Luke,LW,L,76,192,Noble & Greenough,HIGH-MA,1997-02-11,Bellair,CA,USA,203,149,2025-02-23T15:00:46.072811
Artemov,Artem,RW,R,70,208,,,1997-01-17,Moscow,,RUS,159,150,2025-02-23T15:00:46.072811
Fronk,Jiri,RW,R,74,194,CHOMUTOV,CZECHIA-2,1994-02-07,Most,,CZE,85,151,2025-02-23T15:00:46.072811
Keane,Jackson,C,L,69,166,,,1997-04-08,Denver,CO,USA,161,152,2025-02-23T15:00:46.072811
Pavlychev,Nikita,C,L,79,211,Des Moines,USHL,1997-03-23,Yaroslavl,,RUS,90,153,2025-02-23T15:00:46.072811
Askew,Cameron,C,R,74,211,,,1997-05-13,South Boston,MA,USA,79,154,2025-02-23T15:00:46.072811
Shea,Ryan,D,L,72,177,Boston College H.S.,HIGH-MA,1997-02-11,Milton,MA,USA,172,155,2025-02-23T15:00:46.072811
Moynihan,Connor,LW,L,76,209,,,1997-07-20,Boston,MA,USA,142,156,2025-02-23T15:00:46.072811
Myers,Philippe,D,R,77,207,TORONTO,NHL,1997-01-25,Moncton,NB,CAN,155,157,2025-02-23T15:00:46.072811
Jaycox,Lukas,D,L,74,194,,,1997-08-19,Roseau,MN,USA,132,158,2025-02-23T15:00:46.072811
Tkachev,Vladimir,LW,R,70,172,OMSK,RUSSIA,1995-10-05,Omsk,,RUS,121,159,2025-02-23T15:00:46.072811
Simpson,Mark,C,L,78,191,SHEFFIELD,ENGLAND,1995-04-24,Fredericton,NB,CAN,120,160,2025-02-23T15:00:46.072811
Weinger,Evan,RW,R,72,194,SODERTALJE,SWEDEN-2,1997-04-18,El Segundo,CA,USA,,161,2025-02-23T15:00:46.072811
Gardiner,Reid,RW,R,71,198,KARPAT,FINLAND,1996-01-19,Prince Albert,SK,CAN,104,162,2025-02-23T15:00:46.072811
Davis,Kevin,D,R,72,183,,,1997-03-14,Kamloops,BC,CAN,137,163,2025-02-23T15:00:46.072811
Becker,Jack,C,R,76,198,Mahtomedi,HIGH-MN,1997-06-24,Duluth,MN,USA,166,164,2025-02-23T15:00:46.072811
McGauley,Tim,C,L,73,189,VALERENGA,NORWAY,1995-07-23,Nelson,BC,CAN,,165,2025-02-23T15:00:46.072811
Goulet,Alexandre,C,L,72,200,,,1996-04-05,Thetford Mines,QC,CAN,163,166,2025-02-23T15:00:46.072811
Schmalz,Matt,RW,R,78,214,Sudbury,OHL,1996-03-21,Dunnville,ON,CAN,,167,2025-02-23T15:00:46.072811
Laishram,Adam,C,R,69,165,,,1997-04-08,Ashburn,ON,CAN,186,168,2025-02-23T15:00:46.072811
Pawlenchuk,Grayson,LW,L,72,188,,,1997-03-22,Edmonton,AB,CAN,93,169,2025-02-23T15:00:46.072811
Smallman,Spencer,RW,R,73,195,Saint John,QMJHL,1996-09-09,Summerside,PE,CAN,146,170,2025-02-23T15:00:46.072811
Demler,Brendan,D,L,74,181,,,1997-08-18,Cincinnati,OH,USA,198,171,2025-02-23T15:00:46.072811
Philp,Luke,C,R,69,180,HERSHEY,AHL,1995-11-06,Canmore,AB,CAN,191,172,2025-02-23T15:00:46.072811
Azar,Nick,D,L,75,210,,,1997-01-13,Detroit,MI,USA,167,173,2025-02-23T15:00:46.072811
Gatenby,Joe,D,R,72,194,STORHAMAR,NORWAY,1997-05-15,Calgary,AB,CAN,134,174,2025-02-23T15:00:46.072811
MacArthur,Tyler,D,R,76,200,,,1997-05-25,Collingwood,ON,CAN,135,175,2025-02-23T15:00:46.072811
Brooks,Adam,C,L,70,177,Regina,WHL,1996-05-06,Winnipeg,MB,CAN,,176,2025-02-23T15:00:46.072811
Hebig,Cameron,C,R,71,183,TUCSON,AHL,1997-01-21,Saskatoon,SK,CAN,,177,2025-02-23T15:00:46.072811
Franzen,Gustaf,C,R,71,181,KARLSKOGA,SWEDEN-2,1996-09-22,Valdemarsvik,,SWE,151,178,2025-02-23T15:00:46.072811
Fontaine,Gabriel,C,L,73,202,Rouyn-Noranda,QMJHL,1997-04-30,Sherbrooke,QC,CAN,130,179,2025-02-23T15:00:46.072811
Van Boekel,Jack,D,L,79,218,,,1996-02-19,Stratford,ON,CAN,126,180,2025-02-23T15:00:46.072811
Spaxman,Ethan,D,L,76,193,,,1996-11-27,Hamilton,ON,CAN,175,181,2025-02-23T15:00:46.072811
Flanagan,Mckay,D,R,72,204,,,1997-02-03,Ridgefield,CT,USA,168,182,2025-02-23T15:00:46.072811
Kuhlman,Karson,C/RW,R,71,180,LUKKO,FINLAND,1995-09-26,Esko,MN,USA,,183,2025-02-23T15:00:46.072811
Jensen,Kade,D,L,74,215,,,1997-05-03,Calgary,AB,CAN,164,184,2025-02-23T15:00:46.072811
Davies,Michael,LW,L,74,203,,,1997-02-05,Thorold,ON,CAN,,185,2025-02-23T15:00:46.072811
Poehling,Jack,LW,L,72,180,,,1996-08-29,Lakeville,MN,USA,,186,2025-02-23T15:00:46.072811
Bell,Jason,D,L,74,182,,,1997-04-26,Montreal,QC,CAN,196,187,2025-02-23T15:00:46.072811
Buono,Carmine,D,L,73,201,,,1997-02-22,Burnaby,BC,CAN,,188,2025-02-23T15:00:46.072811
Zipp,Michael,D,L,73,203,,,1996-09-20,Edmonton,AB,CAN,,189,2025-02-23T15:00:46.072811
Reilly,William,D,R,74,197,RPI,ECAC,1997-07-23,Toronto,ON,CAN,,190,2025-02-23T15:00:46.072811
Poehling,Nicklaus,C,L,70,173,,,1996-08-29,Lakeville,MN,USA,,191,2025-02-23T15:00:46.072811
Gardner,Rhett,C/LW,L,74,200,North Dakota,NCHC,1996-02-28,Moose Jaw,SK,CAN,182,192,2025-02-23T15:00:46.072811
Marcoux,Antoine,C,L,74,180,,,1996-11-14,Victoriaville,QC,CAN,115,193,2025-02-23T15:00:46.072811
Szypula,Ethan,C,R,71,167,,,1997-01-28,Hamilton,ON,CAN,96,194,2025-02-23T15:00:46.072811
Aldworth,Thomas,RW,R,71,190,,,1995-04-30,Brownsville,TN,USA,,195,2025-02-23T15:00:46.072811
Hughes,Cameron,C,L,72,163,TEXAS,AHL,1996-10-09,Edmonton,AB,CAN,183,196,2025-02-23T15:00:46.072811
Polei,Evan,LW,L,74,226,STAVANGER,NORWAY,1996-02-19,Wetaskwin,AB,CAN,,197,2025-02-23T15:00:46.072811
Seney,Brett,LW,L,69,156,Merrimack,H-EAST,1996-02-28,London,ON,CAN,141,198,2025-02-23T15:00:46.072811
Finlay,Liam,RW,R,67,154,,,1997-02-18,Kelowna,BC,CAN,189,199,2025-02-23T15:00:46.072811
Berg,Adam,LW,L,72,200,,,1997-02-04,Calgary,AB,CAN,,200,2025-02-23T15:00:46.072811
Meyer,Jarett,D,R,80,235,,,1996-10-13,,,,,201,2025-02-23T15:00:46.072811
Zuhlsdorf,Ryan,D,L,72,195,Sioux City,USHL,1997-07-01,Edina,MN,USA,185,202,2025-02-23T15:00:46.072811
Vermeulen,James,D,L,74,180,,,1996-02-29,Stony Plain,AB,CAN,,203,2025-02-23T15:00:46.072811
Darcy,Liam,D,L,70,175,,,1997-02-26,South Berwick,ME,USA,156,204,2025-02-23T15:00:46.072811
Fora,Michael,D,R,75,216,DAVOS,SWISS,1995-10-31,Soregno,,CHE,114,205,2025-02-23T15:00:46.072811
Fournier,Jordan,RW,R,74,201,,,1997-04-04,Montreal,QC,CAN,112,206,2025-02-23T15:00:46.072811
Buinitsky,Dmitri,RW,L,73,187,,,1997-03-01,Mogilev,,BLR,102,207,2025-02-23T15:00:46.072811
Crawford,Marcus,D,R,71,190,,,1997-03-21,Ajax,ON,CAN,195,207,2025-02-23T15:00:46.072811
